ID,marital_status,application_mode,application_order,course,daytimeevening_attendancet,previous_qualification,previous_qualification_grade,nacionality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target
1737,1,1,5,9500,1,1,130,1,1,3,9,10,118,True,False,False,True,True,False,18,False,0,7,10,6,12,0,0,8,9,7,13,0,13,0,0,Enrolled
1738,1,39,1,9003,1,1,140,1,3,1,5,9,130,False,False,False,True,True,False,27,False,0,6,6,6,14,0,0,6,7,6,13,0,11,0,2,Graduate
1739,2,39,1,9070,1,19,133,1,37,37,9,10,126,False,False,False,False,True,False,38,False,0,6,6,0,0,0,0,6,8,0,0,0,10,1,1,Dropout
1740,1,18,1,9130,1,1,146,1,3,3,5,2,137,False,False,False,True,True,False,18,False,0,6,11,5,13,0,0,6,13,3,12,0,13,0,0,Dropout
1741,1,17,4,9254,1,1,122,1,1,1,4,2,116,True,False,False,True,True,False,19,False,0,6,7,5,12,0,0,6,12,2,12,0,7,2,0,Enrolled
1742,1,1,1,9130,1,1,121,1,3,19,2,9,115,True,False,False,True,True,False,18,False,0,6,8,6,13,0,0,6,7,5,13,0,15,2,-4,Dropout
1743,1,43,1,9773,1,1,127,1,1,1,9,6,110,False,False,True,False,True,False,19,False,0,6,10,3,11,0,0,6,11,2,10,0,16,0,0,Dropout
1744,1,39,1,9670,1,1,133,1,37,37,90,90,97,False,False,True,False,True,False,44,False,0,6,9,1,14,0,0,6,6,0,0,0,12,3,-1,Dropout
1745,1,44,1,9085,1,39,130,1,1,1,4,4,130,True,True,False,True,True,False,26,False,2,6,20,4,12,0,1,6,16,3,10,0,15,2,-4,Dropout
1746,1,43,1,9130,1,1,156,1,19,1,9,4,156,False,False,True,False,True,False,24,False,0,6,11,5,11,0,0,6,11,4,11,0,15,2,-4,Dropout
1747,1,39,1,9003,1,1,130,1,19,1,9,6,126,True,False,False,False,True,False,27,False,0,6,6,0,0,0,0,6,8,0,0,0,15,2,-4,Dropout
1748,1,39,1,9003,1,1,110,1,1,1,9,4,120,False,False,True,False,True,False,27,False,0,6,0,0,0,0,0,6,0,0,0,0,13,0,0,Dropout
1749,1,43,1,9070,1,1,108,1,38,38,7,7,105,True,False,False,True,True,False,25,False,11,17,18,13,11,0,10,15,15,10,12,0,12,3,-1,Dropout
1750,1,44,1,9003,1,1,120,1,3,2,2,6,120,True,False,False,True,True,False,21,False,4,9,14,7,11,2,2,8,15,4,12,0,12,3,-1,Enrolled
1751,1,1,1,171,1,1,150,1,38,19,9,9,137,True,False,False,True,True,True,19,False,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,Graduate
1752,1,17,2,9070,1,1,152,1,39,39,3,3,134,True,False,False,True,True,False,20,False,0,6,7,5,11,0,0,6,9,4,12,0,15,2,-4,Enrolled
1753,1,44,1,9119,1,39,150,1,19,3,5,2,150,False,False,False,True,True,False,20,False,0,5,16,0,0,0,0,5,12,2,10,0,12,3,-1,Enrolled
1754,1,17,5,9119,1,1,123,1,3,1,2,9,116,True,False,True,False,True,False,20,False,0,5,5,0,0,0,0,5,5,0,0,0,8,1,3,Dropout
1755,1,1,1,9119,1,1,150,1,1,1,3,3,143,False,False,False,False,True,True,18,False,0,5,5,5,14,0,0,5,5,5,14,0,8,1,3,Enrolled
1756,1,17,1,171,1,1,145,1,4,4,3,3,143,False,False,True,True,True,False,19,False,5,12,12,10,12,0,4,11,16,10,12,0,8,1,3,Enrolled
1757,1,44,1,9130,1,39,150,1,1,37,4,8,150,True,False,False,False,False,False,22,False,1,6,10,3,12,0,0,6,7,0,0,0,15,2,-4,Dropout
1758,1,1,4,9670,1,1,125,1,4,19,2,5,118,True,False,False,True,False,False,19,False,0,6,7,6,14,0,0,6,8,6,15,2,16,0,0,Graduate
1759,1,1,4,9500,1,1,117,1,1,1,4,7,109,True,False,False,True,False,True,18,False,0,7,7,7,13,0,0,8,9,7,12,0,11,0,2,Graduate
1760,1,1,2,9238,1,1,121,1,19,19,191,171,119,True,False,True,True,False,False,20,False,0,6,7,6,12,0,0,6,7,6,11,0,8,1,3,Graduate
1761,1,17,1,171,1,1,140,41,1,1,5,7,146,True,False,False,True,False,True,18,True,0,0,0,0,0,0,0,0,0,0,0,0,12,3,-1,Dropout
1762,1,39,1,9773,1,1,130,1,1,19,1,3,161,False,False,False,True,True,False,36,False,0,6,7,6,15,0,0,6,6,6,16,0,10,1,1,Graduate
1763,1,15,1,9147,1,1,140,26,37,2,6,4,140,False,False,True,True,True,False,19,True,0,5,12,3,10,0,0,5,8,4,11,0,12,0,1,Graduate
1764,1,53,1,9147,1,42,140,1,1,1,6,6,142,False,False,False,True,True,True,21,False,6,11,11,11,12,0,3,9,11,9,12,0,8,1,3,Graduate
1765,1,1,1,9147,1,1,140,1,19,38,9,9,129,True,False,False,True,False,False,26,False,0,5,6,0,0,0,0,5,0,0,0,0,15,2,-4,Dropout
1766,1,39,1,9003,1,1,140,41,1,1,9,9,100,False,False,True,False,False,False,29,True,3,9,9,3,14,0,1,7,8,1,14,0,15,2,-4,Dropout
1767,1,44,1,9254,1,39,170,1,19,2,9,3,170,False,False,False,False,True,False,26,False,2,8,14,8,15,0,1,6,12,6,13,0,11,0,2,Enrolled
1768,1,7,1,9500,1,3,140,1,3,19,2,6,140,False,False,False,True,True,False,27,False,0,7,0,0,0,0,0,8,0,0,0,0,12,0,1,Dropout
1769,1,51,1,9147,1,1,116,1,3,3,2,2,115,False,False,True,True,True,False,32,False,2,7,16,3,12,0,3,8,10,3,10,0,8,1,3,Enrolled
1770,1,16,3,9853,1,1,134,1,37,19,9,5,121,True,False,False,True,False,True,23,False,0,6,10,4,14,1,0,6,8,5,12,0,7,2,0,Enrolled
1771,1,39,1,9147,1,1,133,41,38,38,9,8,134,False,False,False,True,False,False,24,True,0,5,12,2,10,0,0,5,9,4,10,2,16,0,0,Enrolled
1772,1,1,2,9773,1,1,140,1,1,1,9,9,136,True,False,False,True,False,True,19,False,0,6,7,6,13,0,0,6,7,6,14,0,16,0,0,Graduate
1773,1,42,1,9003,1,1,140,1,19,19,4,4,140,True,False,False,True,True,False,25,False,0,6,14,5,11,0,0,6,11,4,12,0,15,2,-4,Enrolled
1774,1,17,6,9254,1,1,108,1,1,19,4,5,112,True,False,False,True,True,False,19,False,0,6,13,5,10,0,0,6,12,3,10,0,9,0,-3,Enrolled
1775,1,1,3,9773,1,1,149,1,1,3,0,0,148,False,False,False,False,True,False,20,False,0,4,4,0,0,0,0,4,8,0,0,0,10,1,1,Dropout
1776,2,1,1,9254,1,1,140,1,19,38,4,7,133,False,False,False,True,True,False,33,False,3,9,11,9,12,0,2,7,9,7,11,0,12,3,-1,Graduate
1777,2,39,1,9991,0,1,140,1,37,12,9,9,150,False,False,True,True,True,False,35,False,0,5,6,5,10,0,0,5,7,5,12,2,9,0,-3,Dropout
1778,1,1,1,9147,1,1,133,1,37,38,7,7,98,True,False,False,True,True,False,23,False,0,5,8,4,11,0,0,5,7,4,11,0,11,0,2,Graduate
1779,1,1,1,9500,1,1,125,1,37,19,9,9,122,True,False,False,True,True,False,19,False,0,7,7,7,13,0,0,8,8,8,14,0,11,0,2,Graduate
1780,1,1,1,9670,1,1,133,1,1,37,9,10,139,False,False,False,True,True,False,21,False,0,6,6,5,12,0,0,6,9,5,12,0,10,1,1,Enrolled
1781,1,1,5,9070,1,1,133,1,1,19,3,3,112,True,False,False,True,True,True,21,False,0,6,6,6,13,0,0,6,6,6,11,0,11,0,2,Graduate
1782,1,39,1,9500,1,1,130,1,37,37,3,7,143,False,False,False,True,True,False,27,False,0,8,8,7,15,0,0,8,8,7,15,0,10,1,1,Dropout
1783,1,17,3,9147,1,1,122,1,3,38,123,171,116,True,False,True,True,True,False,19,False,0,5,10,4,11,0,0,5,13,2,12,0,8,1,3,Enrolled
1784,1,7,2,9500,1,3,140,1,37,38,9,9,138,False,False,False,True,True,False,28,False,0,7,7,7,14,0,0,8,9,8,15,0,16,0,0,Dropout
1785,1,43,1,9147,1,1,123,1,37,38,7,7,110,False,False,False,True,True,False,25,False,0,5,12,3,11,1,0,5,12,4,11,0,9,0,-3,Enrolled
1786,2,39,1,9238,1,19,133,1,37,37,9,4,103,False,False,False,True,True,False,42,False,0,6,0,0,0,0,0,6,0,0,0,0,15,2,-4,Dropout
1787,1,7,1,9991,0,3,140,1,37,37,9,9,140,False,False,False,True,True,False,27,False,0,5,6,4,13,0,0,5,6,4,13,0,7,2,0,Graduate
1788,1,1,1,9070,1,1,116,1,3,3,0,1,108,True,False,False,True,True,False,23,False,0,6,9,4,11,1,0,6,10,0,0,4,7,2,0,Dropout
1789,1,17,3,9254,1,1,118,1,19,1,4,4,115,True,False,False,True,True,True,18,False,0,6,7,6,12,0,0,6,8,6,11,0,8,1,3,Graduate
1790,2,39,1,9500,1,1,140,1,37,37,9,4,127,False,False,False,True,True,False,26,False,0,8,8,7,13,0,0,8,8,7,13,0,10,1,1,Graduate
1791,1,1,4,9147,1,1,146,1,3,1,3,10,138,False,False,False,True,True,False,18,False,0,5,0,0,0,0,0,5,0,0,0,0,8,1,3,Dropout
1792,1,39,1,9991,0,1,150,1,3,5,2,2,135,False,False,True,True,True,False,29,False,1,5,9,3,11,0,0,5,11,2,13,0,12,3,-1,Dropout
1793,1,17,1,9085,1,1,137,1,1,1,4,7,134,True,False,False,True,True,False,22,False,0,6,16,0,0,0,0,6,7,0,0,0,16,0,0,Dropout
1794,1,43,1,9500,1,1,136,1,19,37,173,183,118,True,False,False,True,False,False,21,False,0,7,12,4,13,0,0,7,8,6,12,0,13,0,0,Enrolled
1795,1,1,3,9500,1,1,134,1,38,38,7,9,132,True,False,False,True,False,True,19,False,0,8,8,7,13,0,0,8,8,7,13,0,10,1,1,Graduate
1796,1,1,1,9238,1,1,160,1,38,37,9,7,155,True,False,False,True,False,True,18,False,0,6,7,6,12,0,0,6,6,6,12,0,10,1,1,Graduate
1797,1,1,3,9085,1,1,126,1,38,1,9,9,132,True,False,False,True,False,True,18,False,0,5,8,3,15,2,0,5,9,3,11,0,9,0,-3,Dropout
1798,1,39,1,9003,1,19,133,1,37,38,4,9,110,False,False,True,False,False,False,40,False,0,6,12,5,12,0,0,6,16,3,13,0,11,0,2,Dropout
1799,1,17,3,9254,1,1,114,26,38,3,9,3,127,True,False,True,False,False,False,20,True,0,6,14,3,12,0,0,6,16,0,0,0,10,1,1,Dropout
1800,1,1,3,9500,1,1,139,1,3,1,4,1,126,True,False,False,True,True,False,18,False,0,8,15,5,12,1,0,8,15,5,12,1,10,1,1,Dropout
1801,1,43,2,8014,0,3,130,1,34,34,0,0,130,False,False,False,True,True,False,31,False,8,12,21,12,12,0,6,10,13,7,13,2,7,2,0,Graduate
1802,1,1,2,9147,1,1,131,1,1,1,9,9,118,False,False,False,True,True,True,18,False,0,5,9,4,11,0,0,5,5,5,12,0,12,0,1,Graduate
1803,1,43,2,9670,1,1,130,1,19,1,4,4,127,True,False,False,True,True,False,22,False,4,6,6,6,11,0,0,6,11,4,11,0,10,1,1,Dropout
1804,1,51,1,9147,1,19,133,1,19,19,9,5,112,False,False,True,False,True,False,38,False,0,5,5,0,0,0,0,5,5,0,0,0,8,1,3,Dropout
1805,1,43,1,9991,0,3,130,1,3,1,2,9,130,False,False,False,True,True,False,33,False,0,5,5,0,0,0,0,5,5,0,0,0,12,3,-1,Dropout
1806,1,1,3,9119,1,1,117,1,1,1,3,5,111,False,False,False,True,True,True,19,False,0,5,10,5,11,0,0,5,12,3,11,0,11,0,2,Enrolled
1807,1,17,1,9670,1,1,127,1,3,3,1,1,121,False,False,False,True,True,False,18,False,0,6,0,0,0,0,0,6,0,0,0,0,15,2,-4,Dropout
1808,1,1,5,9119,1,1,131,1,1,19,4,7,126,False,False,False,False,True,True,18,False,0,5,6,5,12,0,0,5,8,4,12,0,8,1,3,Enrolled
1809,1,51,1,9991,0,1,134,1,1,1,5,3,120,True,False,False,True,True,False,27,False,2,6,6,6,12,0,0,5,5,5,13,0,11,0,2,Graduate
1810,1,39,1,9254,1,1,130,1,37,37,9,9,126,False,False,False,True,True,False,26,False,0,6,7,6,12,0,0,6,6,6,12,0,7,2,0,Graduate
1811,1,1,6,9500,1,1,127,1,1,19,3,3,120,True,False,False,True,False,True,19,False,0,7,7,7,12,0,0,8,9,8,13,0,12,0,1,Graduate
1812,2,51,1,9500,1,1,130,1,37,37,5,5,120,False,False,False,True,True,False,44,False,0,7,11,5,12,0,0,7,10,5,12,0,11,0,2,Dropout
1813,1,1,2,9147,1,1,142,1,37,38,9,9,137,True,False,False,True,True,False,19,False,0,5,10,5,12,0,0,5,9,5,11,0,13,0,0,Graduate
1814,1,18,1,9070,1,1,117,1,1,37,4,7,127,True,False,False,True,True,False,20,False,0,6,6,0,0,0,0,6,6,0,0,0,9,0,-3,Dropout
1815,1,39,1,9003,1,19,133,1,19,37,1,1,140,False,False,True,True,True,False,24,False,0,6,10,6,14,0,0,6,11,6,13,0,16,0,0,Enrolled
1816,4,43,1,9991,0,1,164,1,37,37,6,6,131,False,False,False,True,False,False,31,False,7,14,19,13,11,0,9,14,14,13,12,1,9,0,-3,Graduate
1817,1,43,1,9070,1,1,130,1,37,37,9,9,129,True,False,False,True,False,False,25,False,0,6,6,6,13,0,0,6,6,6,12,0,9,0,-3,Graduate
1818,1,17,4,9773,1,1,127,1,2,37,9,9,115,True,False,True,False,False,False,19,False,0,6,6,0,0,0,0,6,0,0,0,0,8,1,3,Dropout
1819,1,17,3,9500,1,1,140,1,3,2,3,3,126,True,False,False,True,False,False,18,False,0,7,7,7,13,0,0,8,9,8,14,0,11,0,2,Dropout
1820,1,43,1,9085,1,1,130,1,19,38,4,9,130,True,False,False,False,False,False,19,False,0,6,12,5,13,0,0,6,12,3,11,0,13,0,0,Enrolled
1821,1,1,3,9500,1,1,122,1,3,1,4,3,114,True,False,False,True,False,True,19,False,0,7,11,4,12,0,0,7,9,5,11,0,12,0,1,Enrolled
1822,1,17,1,9147,1,1,162,1,1,38,4,5,138,True,False,False,True,False,False,19,False,0,5,10,1,11,0,0,5,13,0,0,0,12,3,-1,Enrolled
1823,1,39,1,9670,1,1,133,1,1,1,4,4,112,False,False,False,True,False,False,24,False,0,6,12,2,11,0,0,6,20,2,10,6,16,0,0,Dropout
1824,1,1,1,9238,1,1,120,1,3,3,3,3,111,False,False,False,True,False,False,20,False,0,6,6,6,14,0,0,6,6,6,12,0,12,0,1,Graduate
1825,1,17,1,9254,1,1,160,1,19,37,5,3,152,False,False,False,True,False,False,18,False,0,6,7,6,14,0,0,6,7,6,14,0,12,3,-1,Graduate
1826,1,1,1,9238,1,1,141,1,38,1,5,7,132,False,False,False,True,False,True,18,False,0,6,7,6,13,0,0,6,6,6,14,0,12,0,1,Graduate
1827,1,17,1,9085,1,1,125,1,1,38,4,9,118,True,False,False,True,False,False,21,False,0,5,13,3,11,2,0,5,12,2,10,1,9,0,-3,Enrolled
1828,1,7,1,9500,1,3,120,1,37,37,4,5,120,False,False,True,False,False,False,28,False,0,7,7,0,0,7,0,7,7,0,0,7,13,0,0,Dropout
1829,1,1,1,9147,1,1,128,1,38,37,5,6,122,False,False,False,True,False,True,18,False,0,5,11,4,11,0,0,5,9,5,12,0,13,0,0,Enrolled
1830,1,1,1,9853,1,1,162,1,37,19,9,8,142,False,False,True,True,False,False,18,False,0,6,10,5,13,0,0,6,10,4,11,0,12,3,-1,Dropout
1831,1,1,1,9238,1,1,130,1,1,1,4,4,124,False,False,False,True,False,True,18,False,0,6,9,6,11,0,0,6,11,5,14,0,11,0,2,Graduate
1832,1,17,2,9147,1,1,134,1,37,19,9,8,126,True,False,False,True,False,True,18,False,0,5,8,5,11,0,0,5,10,5,11,3,16,0,0,Graduate
1833,1,1,1,9147,1,1,133,1,19,19,9,9,119,True,False,False,False,False,True,19,False,0,5,7,3,10,0,0,5,10,3,12,0,10,1,1,Dropout
1834,1,17,1,9500,1,1,137,1,19,38,3,9,124,False,False,False,True,False,True,19,False,0,7,11,6,13,0,0,8,9,8,14,0,15,2,-4,Graduate
1835,1,1,1,9238,1,1,133,1,38,38,191,192,118,False,False,True,True,False,True,20,False,0,6,7,5,11,0,0,6,9,6,11,0,8,1,3,Graduate
1836,2,43,1,8014,0,1,110,1,37,19,9,3,100,False,False,False,True,False,False,34,False,9,11,17,9,12,0,3,7,12,7,12,0,9,0,-3,Graduate
1837,2,39,1,9500,1,1,133,1,37,37,9,9,109,True,False,False,True,False,False,39,False,0,7,8,5,12,0,0,7,8,5,12,0,7,2,0,Enrolled
1838,1,17,3,9500,1,1,133,1,3,19,2,5,130,True,False,False,True,False,False,19,False,0,8,8,8,13,0,0,8,8,8,13,0,9,0,-3,Graduate
1839,1,39,1,9070,1,1,130,1,1,19,4,4,110,True,False,False,True,False,False,24,False,0,6,6,6,15,0,0,6,6,2,15,0,15,2,-4,Graduate
1840,1,10,1,9773,1,1,151,22,38,37,0,5,151,True,False,False,True,False,False,18,True,0,6,12,0,0,1,0,6,0,0,0,0,9,0,-3,Dropout
1841,1,17,1,9130,1,1,125,1,19,19,3,10,131,True,False,False,True,True,False,19,False,0,5,11,2,10,2,0,5,9,0,0,3,10,1,1,Dropout
1842,1,1,1,9147,1,1,158,1,1,38,3,6,155,False,False,False,True,True,True,18,False,0,5,5,5,11,0,0,5,8,3,11,0,9,0,-3,Graduate
1843,1,1,2,9147,1,1,128,1,3,1,3,3,121,True,True,True,True,True,False,20,False,0,5,6,5,13,0,0,5,10,5,11,3,16,0,0,Enrolled
1844,1,1,6,9500,1,1,133,1,1,1,9,9,119,True,True,True,True,True,False,19,False,2,7,8,7,13,0,1,8,11,8,12,0,12,0,1,Graduate
1845,1,1,1,9130,1,1,138,1,3,19,2,4,131,True,False,False,True,True,False,19,False,0,6,8,4,11,0,0,6,14,2,13,0,11,0,2,Dropout
1846,1,17,1,9003,1,1,126,1,37,3,5,2,116,False,False,False,True,True,False,19,False,0,6,10,6,13,0,0,6,10,4,12,0,13,0,0,Dropout
1847,2,39,1,9991,0,1,140,1,36,14,9,10,130,True,False,False,True,True,False,41,False,0,5,9,4,10,0,0,5,7,2,10,0,9,0,-3,Dropout
1848,1,1,2,9500,1,1,143,1,5,5,2,2,137,False,False,False,True,True,False,19,False,0,7,10,6,13,0,0,8,9,8,12,0,12,0,1,Graduate
1849,1,43,3,9254,1,1,135,1,3,3,2,2,122,False,False,False,True,True,False,19,False,0,6,14,3,12,0,0,6,9,4,11,0,12,3,-1,Enrolled
1850,1,7,1,9500,1,3,120,1,1,1,7,10,120,True,False,False,False,True,False,23,False,0,7,0,0,0,0,0,8,0,0,0,0,12,3,-1,Dropout
1851,1,1,1,9119,1,1,148,1,19,38,9,7,133,False,False,False,True,True,False,18,False,0,5,12,5,13,0,0,5,16,5,14,0,12,0,1,Dropout
1852,1,1,1,9147,1,1,126,1,3,19,3,3,115,False,False,False,True,True,False,19,False,0,5,6,5,12,0,0,5,13,5,11,5,16,0,0,Graduate
1853,1,44,1,9003,1,39,160,1,3,3,2,10,160,True,False,False,True,True,False,20,False,0,6,7,6,14,0,0,6,7,6,14,0,12,0,1,Graduate
1854,1,39,1,9085,1,1,140,1,37,37,90,90,106,False,False,True,False,True,False,35,False,0,5,7,2,11,0,0,5,8,2,10,0,7,2,0,Dropout
1855,4,39,2,9670,1,19,133,1,19,1,90,90,103,False,False,False,False,True,False,34,False,0,6,6,0,0,0,0,6,9,0,0,0,10,1,1,Dropout
1856,1,1,1,9070,1,1,136,1,3,3,9,9,136,True,False,True,False,False,True,19,False,0,6,6,6,11,0,0,6,8,6,12,0,10,1,1,Graduate
1857,1,15,1,9238,1,1,150,26,19,1,9,9,146,True,False,True,False,True,False,22,True,0,6,10,5,11,0,0,6,8,5,12,0,13,0,0,Graduate
1858,1,17,3,9070,1,1,130,1,1,4,4,2,131,False,False,False,True,True,False,20,False,0,6,6,6,14,0,0,6,8,6,12,0,11,0,2,Graduate
1859,2,42,1,9991,0,1,130,1,3,2,2,2,130,False,False,False,True,True,False,27,False,2,2,2,2,12,0,0,5,6,2,12,0,12,3,-1,Enrolled
1860,2,39,1,9119,1,1,110,1,19,19,0,5,137,False,False,True,True,True,False,30,False,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
1861,1,39,1,9119,1,1,110,1,1,1,4,4,125,False,False,False,True,True,False,34,False,0,5,7,0,0,0,0,5,8,1,11,0,10,1,1,Enrolled
1862,1,1,1,9254,1,1,121,1,1,1,5,4,111,True,False,False,False,True,False,20,False,0,6,14,2,10,0,0,6,16,0,0,0,10,1,1,Dropout
1863,1,17,1,9070,1,1,127,1,37,38,9,5,131,True,False,False,True,True,False,18,False,0,6,6,6,11,0,0,6,6,6,13,0,7,2,0,Graduate
1864,1,1,1,9130,1,1,140,1,9,19,4,4,131,False,False,False,True,True,True,26,False,0,5,9,0,0,0,0,5,6,0,0,0,7,2,0,Dropout
1865,1,39,1,9991,0,1,130,1,1,1,3,7,140,False,False,False,True,True,False,26,False,0,5,5,5,12,0,0,5,5,5,12,0,15,2,-4,Graduate
1866,1,39,2,9147,1,1,130,1,19,19,5,9,121,False,False,False,False,True,False,26,False,0,5,5,2,10,0,0,5,9,0,0,0,10,1,1,Dropout
1867,1,39,1,9991,0,1,100,1,37,37,9,6,153,False,False,True,False,True,False,31,False,0,5,9,0,0,0,0,5,6,0,0,0,12,0,1,Dropout
1868,1,1,3,171,1,1,139,1,37,19,9,8,142,True,False,False,True,True,True,20,False,6,12,12,12,14,0,4,11,14,11,14,0,8,1,3,Graduate
1869,1,1,1,9773,1,1,150,1,19,11,0,0,131,True,False,False,True,True,False,19,False,0,6,6,6,11,0,0,6,10,3,12,0,7,2,0,Graduate
1870,1,17,1,9670,1,1,133,1,34,3,7,2,130,True,False,True,False,True,False,23,False,0,5,5,0,0,0,0,5,5,0,0,0,7,2,0,Dropout
1871,1,1,6,9500,1,1,119,1,1,1,4,4,115,True,False,False,True,True,True,20,False,0,7,14,1,13,0,0,7,15,0,0,0,11,0,2,Dropout
1872,1,51,1,9500,1,1,170,1,1,1,4,10,125,False,False,False,True,True,False,20,False,0,7,7,7,15,0,7,10,11,9,15,0,11,0,2,Graduate
1873,1,39,1,8014,0,1,133,1,34,34,0,0,97,True,False,False,True,True,False,29,False,0,6,10,0,0,1,0,5,10,0,0,0,7,2,0,Dropout
1874,1,1,4,9773,1,1,133,1,19,19,7,7,134,True,False,False,True,True,True,20,False,0,6,6,6,12,0,0,6,8,4,12,0,9,0,-3,Graduate
1875,1,1,1,9500,1,1,125,1,37,37,9,9,118,False,False,False,True,True,False,24,False,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
1876,1,39,1,9556,1,19,133,1,42,1,3,7,110,False,False,False,True,True,False,37,False,0,7,15,0,0,0,0,7,13,0,0,1,11,0,2,Dropout
1877,1,1,5,9500,1,1,143,1,37,19,4,4,123,True,False,False,True,True,False,18,False,0,7,0,0,0,0,0,8,0,0,0,0,7,2,0,Dropout
1878,1,1,2,171,1,1,127,1,2,19,5,5,139,True,False,True,False,True,True,18,False,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,Dropout
1879,1,17,1,9500,1,1,157,1,19,3,4,9,138,False,False,False,True,True,False,18,False,0,8,8,7,13,0,0,8,8,7,13,0,12,3,-1,Graduate
1880,2,44,1,9119,1,39,160,1,37,37,9,9,160,False,False,True,True,True,False,41,False,3,7,15,5,14,0,1,6,16,6,14,0,12,0,1,Enrolled
1881,1,39,1,9003,1,1,140,1,37,37,9,4,140,False,False,False,True,True,False,35,False,0,6,16,4,12,0,0,6,11,3,10,0,13,0,0,Dropout
1882,1,17,1,9254,1,1,128,1,19,38,9,9,118,False,False,False,True,False,False,19,False,0,5,5,0,0,0,0,6,0,0,0,0,8,1,3,Dropout
1883,1,1,1,171,1,1,145,1,1,19,10,5,150,True,False,False,True,True,False,18,False,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Graduate
1884,2,39,1,9500,1,1,133,1,37,37,191,172,115,False,False,False,True,False,False,48,False,0,7,11,4,11,0,0,7,14,3,11,0,11,0,2,Enrolled
1885,1,1,1,9500,1,1,132,1,19,2,9,3,126,True,False,False,True,False,False,19,False,0,7,7,6,12,0,0,7,7,6,12,0,7,2,0,Graduate
1886,1,44,1,9003,1,39,160,1,37,37,9,7,160,True,False,False,False,True,False,30,False,4,9,18,6,11,0,1,8,21,4,11,0,15,2,-4,Dropout
1887,2,43,1,9773,1,1,160,1,37,37,5,0,160,False,False,True,False,True,False,51,False,0,4,4,0,0,0,0,4,4,0,0,0,12,3,-1,Dropout
1888,1,10,1,9085,1,1,184,22,2,19,2,8,184,False,False,False,True,False,False,18,True,0,6,8,6,15,0,0,6,10,5,14,0,11,0,2,Graduate
1889,1,1,1,171,1,1,149,1,1,1,9,3,156,True,False,False,True,False,False,18,False,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,Graduate
1890,1,1,1,171,1,1,146,1,40,43,4,4,150,True,False,False,True,False,False,18,False,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,Graduate
1891,1,1,5,9500,1,1,139,1,38,37,7,7,126,True,False,False,True,False,True,18,False,0,8,8,8,13,0,0,8,8,8,13,0,9,0,-3,Graduate
1892,1,1,1,9130,1,1,152,1,2,22,4,3,146,True,False,False,True,False,False,18,False,0,5,8,4,13,2,0,5,9,0,0,3,10,1,1,Dropout
1893,1,1,1,171,1,1,147,1,2,3,4,8,145,True,False,False,True,False,False,18,False,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,Enrolled
1894,1,18,1,171,1,1,121,1,1,1,4,3,116,True,False,False,True,False,False,23,False,15,17,18,17,11,0,16,17,17,17,12,0,12,0,1,Graduate
1895,1,1,1,9070,1,1,124,1,19,19,7,9,132,True,False,False,True,False,False,19,False,0,6,10,2,10,0,0,6,6,3,11,0,7,2,0,Enrolled
1896,1,1,1,9085,1,1,105,1,19,37,8,8,102,False,True,False,True,False,False,21,False,0,6,13,4,12,0,0,6,17,2,11,0,11,0,2,Enrolled
1897,1,1,1,9773,1,1,121,1,3,3,2,2,112,True,False,True,False,False,False,18,False,0,6,7,5,12,0,0,6,11,4,11,0,11,0,2,Dropout
1898,1,1,1,171,1,1,143,1,12,12,4,1,155,True,True,False,True,False,False,18,False,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,Graduate
1899,1,53,1,9085,1,42,150,1,3,1,2,8,153,True,False,False,True,False,False,21,False,7,11,15,10,14,0,4,9,15,8,14,0,8,1,3,Graduate
1900,1,43,1,9773,1,1,126,1,1,37,3,0,110,False,False,True,True,False,False,20,False,0,6,7,6,13,0,0,6,8,6,12,0,12,0,1,Graduate
1901,1,42,1,9085,1,1,133,1,1,9,4,4,128,False,False,False,True,False,False,24,False,5,11,29,9,12,6,4,10,21,9,12,0,9,0,-3,Graduate
1902,1,1,1,9130,1,1,127,1,1,1,4,4,120,True,False,False,True,False,False,18,False,0,6,9,6,15,0,0,6,9,6,14,0,13,0,0,Graduate
1903,1,17,1,9500,1,1,160,1,19,1,4,10,153,True,False,False,True,False,False,18,False,0,7,7,6,13,0,0,7,7,6,13,0,7,2,0,Graduate
