Marital status,Application mode,Application order,Course,Daytime/evening attendance\t,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,1,1,171,1,1,156.0,1,19,38,9,1,153.6,True,False,False,True,False,False,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Graduate
1,1,4,9070,1,1,167.0,1,1,1,7,3,158.3,True,False,False,True,False,False,18,False,0.0,6.0,6.0,6.0,15.166666666666666,0.0,0.0,6.0,6.0,6.0,14.166666666666666,0.0,15.5,2.8,-4.06,Graduate
1,43,1,8014,0,6,133.1,1,34,34,0,0,100.0,False,False,True,True,False,False,29,False,1.0,6.0,9.0,4.0,12.0,0.0,1.0,6.0,13.0,2.0,10.5,0.0,7.6,2.6,0.32,Dropout
1,17,1,9500,1,1,147.0,1,1,1,5,5,134.9,False,True,False,True,False,False,18,False,0.0,7.0,7.0,7.0,13.642857142857142,0.0,0.0,8.0,11.0,8.0,14.772727272727272,0.0,16.2,0.3,-0.92,Graduate
1,1,3,9773,1,1,129.0,1,38,37,5,5,142.0,True,False,False,True,False,False,19,False,0.0,6.0,8.0,6.0,12.666666666666666,0.0,0.0,6.0,7.0,6.0,12.714285714285714,0.0,9.4,-0.8,-3.12,Graduate
1,17,1,171,1,1,136.0,1,38,38,7,7,127.3,True,False,False,True,False,False,19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1,17,1,9238,1,1,128.0,1,19,19,5,4,116.5,False,False,False,True,False,True,18,False,0.0,6.0,8.0,5.0,10.8,0.0,0.0,6.0,9.0,6.0,10.5,0.0,12.4,0.5,1.79,Graduate
1,43,1,9500,1,1,140.0,1,19,19,7,7,138.6,False,False,False,True,False,True,19,False,0.0,7.0,9.0,6.0,14.25,0.0,0.0,8.0,11.0,8.0,13.063636363636364,0.0,16.2,0.3,-0.92,Graduate
1,42,1,9853,1,1,141.0,1,37,19,9,3,133.0,False,False,False,True,False,False,20,False,6.0,14.0,22.0,12.0,12.153846153846152,0.0,5.0,12.0,18.0,10.0,12.9,0.0,10.8,1.4,1.74,Dropout
1,17,2,9238,1,1,133.0,1,2,1,3,4,136.2,True,False,False,True,False,False,19,False,0.0,6.0,14.0,1.0,11.5,0.0,0.0,6.0,12.0,2.0,10.5,0.0,7.6,2.6,0.32,Enrolled
1,17,1,9254,1,1,125.0,1,19,19,7,5,118.0,True,False,False,True,False,True,19,False,0.0,6.0,10.0,4.0,12.25,0.0,0.0,6.0,9.0,3.0,12.333333333333334,0.0,9.4,-0.8,-3.12,Graduate
1,1,1,9070,1,1,124.0,1,19,37,4,4,126.8,False,False,False,True,False,True,18,False,1.0,6.0,8.0,6.0,12.0,1.0,0.0,6.0,12.0,5.0,11.142857142857142,0.0,13.9,-0.3,0.79,Enrolled
1,1,6,9500,1,1,140.0,1,19,38,5,7,128.5,True,False,False,True,False,True,18,False,0.0,8.0,8.0,8.0,13.40375,0.0,0.0,8.0,8.0,8.0,13.40375,0.0,9.4,-0.8,-3.12,Graduate
1,17,1,9254,1,1,140.0,1,3,1,2,3,129.9,False,False,False,True,False,True,19,False,0.0,6.0,15.0,6.0,11.333333333333334,0.0,0.0,6.0,9.0,3.0,12.666666666666666,0.0,9.4,-0.8,-3.12,Graduate
1,17,4,9773,1,1,137.0,1,1,1,5,5,125.8,False,False,True,True,True,False,20,False,0.0,6.0,7.0,5.0,12.2,0.0,0.0,6.0,6.0,6.0,12.333333333333334,0.0,12.7,3.7,-1.7,Dropout
1,17,1,171,1,1,144.0,1,37,37,9,6,129.3,True,False,False,True,True,True,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Enrolled
1,1,6,9500,1,1,138.0,1,4,19,2,3,124.7,True,False,False,True,True,False,18,False,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
1,39,1,9003,1,1,130.0,1,3,1,2,4,154.9,False,False,True,False,True,False,35,False,0.0,6.0,8.0,5.0,16.166666666666668,0.0,0.0,6.0,10.0,4.0,16.0,0.0,8.9,1.4,3.51,Dropout
1,17,1,9119,1,1,142.0,1,19,38,9,7,127.3,False,False,False,True,True,False,18,False,0.0,5.0,10.0,3.0,11.0,0.0,0.0,5.0,6.0,3.0,11.0,1.0,16.2,0.3,-0.92,Enrolled
1,1,1,171,1,1,136.0,1,37,19,5,8,129.0,True,False,False,True,True,True,19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,-0.3,0.79,Graduate
1,1,2,9773,1,1,133.1,1,38,19,4,7,98.0,True,False,False,True,True,True,19,False,0.0,6.0,8.0,4.0,12.0,0.0,0.0,6.0,8.0,6.0,12.285714285714286,0.0,15.5,2.8,-4.06,Enrolled
1,17,2,9147,1,1,130.0,1,1,38,5,7,122.0,True,False,False,True,True,False,20,False,0.0,5.0,8.0,2.0,10.5,0.0,0.0,5.0,11.0,4.0,12.25,0.0,10.8,1.4,1.74,Enrolled
1,43,1,9070,1,1,117.0,1,1,1,4,7,112.5,True,False,False,True,True,False,19,False,3.0,6.0,7.0,3.0,11.666666666666666,0.0,1.0,6.0,13.0,4.0,10.333333333333334,0.0,13.9,-0.3,0.79,Enrolled
1,1,3,9147,1,1,136.0,1,38,38,9,9,127.3,True,False,False,True,True,False,19,False,0.0,5.0,8.0,3.0,11.0,0.0,0.0,5.0,7.0,2.0,10.0,0.0,12.7,3.7,-1.7,Dropout
1,39,2,9556,1,1,133.1,1,1,1,9,10,100.5,False,False,False,True,True,False,24,False,0.0,7.0,18.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,1.0,11.1,0.6,2.02,Dropout
1,39,1,8014,0,1,140.0,1,37,37,9,7,122.0,True,False,True,False,True,False,29,False,0.0,6.0,11.0,4.0,12.5,0.0,0.0,6.0,7.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
1,39,1,9500,1,1,150.0,1,38,3,9,1,140.0,False,False,False,True,True,False,24,False,0.0,7.0,11.0,7.0,11.294444444444444,0.0,0.0,8.0,22.0,2.0,12.6,0.0,15.5,2.8,-4.06,Graduate
1,17,2,9254,1,1,121.0,1,19,38,6,6,116.1,True,False,False,True,True,False,19,False,0.0,6.0,8.0,5.0,11.2,0.0,0.0,6.0,11.0,4.0,12.5,0.0,15.5,2.8,-4.06,Graduate
2,7,1,171,1,3,120.0,1,19,19,9,9,130.0,True,False,False,True,True,False,37,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1,5,2,9070,1,1,143.0,1,1,1,4,10,146.2,True,False,False,True,True,False,18,False,0.0,6.0,7.0,5.0,13.2,0.0,0.0,6.0,6.0,5.0,11.8,0.0,16.2,0.3,-0.92,Graduate
1,44,1,9119,1,39,180.0,1,1,1,9,8,180.0,False,False,False,True,True,True,20,False,3.0,7.0,12.0,6.0,14.142857142857142,0.0,1.0,6.0,10.0,6.0,14.125,0.0,12.4,0.5,1.79,Enrolled
1,1,5,9147,1,1,132.0,1,39,39,3,3,127.8,True,False,False,False,True,False,18,False,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
1,43,1,9147,1,1,130.0,1,37,19,9,8,130.8,False,False,False,True,True,False,22,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,3.0,13.333333333333334,2.0,16.2,0.3,-0.92,Enrolled
1,17,2,9147,1,1,133.1,1,38,38,4,7,109.0,True,False,False,True,True,True,22,False,0.0,5.0,7.0,3.0,12.333333333333334,0.0,0.0,5.0,9.0,3.0,10.571428571428571,0.0,10.8,1.4,1.74,Enrolled
1,1,5,9773,1,1,131.0,1,1,38,9,5,132.4,True,False,True,False,True,False,18,False,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Dropout
1,1,3,9500,1,1,149.0,1,1,1,4,4,129.3,True,False,False,True,True,False,18,False,0.0,8.0,8.0,7.0,13.1,0.0,0.0,8.0,8.0,7.0,13.1,0.0,12.7,3.7,-1.7,Graduate
1,1,1,9070,1,1,124.0,1,37,37,9,9,125.4,True,False,False,True,True,False,19,False,0.0,6.0,6.0,6.0,13.5,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,9.4,-0.8,-3.12,Graduate
1,1,1,9119,1,1,126.0,1,38,19,5,5,130.2,False,False,False,True,True,False,19,False,0.0,5.0,7.0,5.0,10.2,0.0,0.0,5.0,8.0,3.0,12.0,0.0,10.8,1.4,1.74,Enrolled
1,1,1,9238,1,1,140.0,1,19,38,9,9,132.0,False,False,False,True,True,False,19,False,0.0,6.0,10.0,5.0,11.571428571428571,0.0,0.0,6.0,10.0,3.0,13.0,0.0,16.2,0.3,-0.92,Dropout
1,44,1,9003,1,39,170.0,1,19,19,9,7,170.0,True,False,True,True,True,False,21,False,0.0,6.0,7.0,6.0,15.285714285714286,0.0,0.0,6.0,6.0,6.0,15.166666666666666,0.0,12.4,0.5,1.79,Graduate
1,1,2,9773,1,1,133.0,1,3,1,2,4,130.2,False,False,False,True,True,False,19,False,0.0,6.0,9.0,5.0,12.6,0.0,6.0,10.0,16.0,8.0,11.0,1.0,8.9,1.4,3.51,Enrolled
1,18,2,9556,1,1,126.0,1,3,3,2,2,115.5,False,False,False,True,True,False,18,False,0.0,7.0,11.0,6.0,13.433333333333332,0.0,0.0,7.0,10.0,4.0,13.6,0.0,8.9,1.4,3.51,Graduate
1,16,2,9147,1,1,129.0,1,19,19,4,9,127.6,True,False,False,True,True,False,19,False,0.0,5.0,8.0,5.0,11.6,0.0,0.0,5.0,9.0,3.0,11.0,0.0,10.8,1.4,1.74,Dropout
1,7,1,9773,1,43,140.0,1,19,1,4,8,140.0,False,False,False,True,True,False,25,False,0.0,6.0,6.0,6.0,14.666666666666666,0.0,0.0,6.0,6.0,6.0,13.5,0.0,11.1,0.6,2.02,Graduate
1,1,1,9070,1,1,130.0,1,37,1,9,8,120.2,True,False,False,True,True,False,22,False,0.0,6.0,9.0,6.0,14.666666666666666,0.0,0.0,6.0,12.0,6.0,14.666666666666666,0.0,12.7,3.7,-1.7,Graduate
1,39,1,9500,1,1,130.0,1,1,1,4,9,150.0,False,False,False,True,True,False,24,False,0.0,8.0,8.0,7.0,12.742857142857144,0.0,0.0,8.0,8.0,7.0,12.742857142857144,0.0,12.7,3.7,-1.7,Graduate
1,1,2,9500,1,1,99.0,1,1,3,5,10,100.0,True,False,False,True,True,False,19,False,0.0,7.0,9.0,7.0,11.975,0.0,0.0,8.0,9.0,7.0,13.12857142857143,0.0,13.9,-0.3,0.79,Graduate
1,43,1,9119,1,1,146.0,1,3,1,2,3,100.0,False,False,False,True,True,False,18,False,0.0,5.0,9.0,4.0,12.25,0.0,0.0,5.0,11.0,3.0,11.666666666666666,0.0,13.9,-0.3,0.79,Enrolled
1,17,1,171,1,1,129.0,1,38,37,4,6,128.0,False,False,False,False,True,False,20,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
1,1,2,9500,1,1,132.0,1,19,19,9,7,128.0,True,False,False,True,True,True,19,False,0.0,8.0,8.0,7.0,14.935714285714283,0.0,0.0,8.0,8.0,7.0,14.935714285714283,0.0,10.8,1.4,1.74,Graduate
1,43,3,9254,1,1,110.0,1,37,37,9,9,107.2,True,False,False,True,True,False,19,False,1.0,6.0,16.0,2.0,10.5,0.0,0.0,6.0,15.0,4.0,10.0,0.0,7.6,2.6,0.32,Dropout
1,1,1,9670,1,1,116.0,1,3,3,3,3,110.1,True,False,False,True,True,False,19,False,0.0,6.0,9.0,5.0,13.333333333333334,0.0,0.0,6.0,6.0,5.0,13.0,0.0,12.4,0.5,1.79,Graduate
1,43,1,9003,1,1,119.0,1,37,37,9,6,119.0,False,False,True,True,True,False,23,False,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
2,39,1,9773,1,1,120.0,1,37,38,9,3,155.5,False,False,False,True,True,False,47,False,0.0,6.0,12.0,5.0,13.8,0.0,0.0,6.0,13.0,4.0,14.0,0.0,12.7,3.7,-1.7,Dropout
1,1,1,9070,1,1,117.0,1,1,1,3,9,118.4,False,False,False,True,True,False,19,False,0.0,6.0,6.0,6.0,11.833333333333334,0.0,0.0,6.0,8.0,4.0,10.75,2.0,16.2,0.3,-0.92,Graduate
1,1,4,171,1,1,137.0,1,1,38,4,8,141.2,True,False,False,True,True,False,19,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.6,2.02,Graduate
1,1,1,171,1,1,124.0,1,3,3,2,2,119.1,True,False,False,True,True,False,18,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
1,43,1,9147,1,1,151.0,1,1,3,1,1,111.0,False,False,False,True,True,False,28,False,0.0,5.0,9.0,2.0,10.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1,43,1,9254,1,6,138.6,1,34,34,0,0,138.6,True,False,False,True,True,False,20,False,0.0,6.0,10.0,4.0,11.5,0.0,0.0,6.0,11.0,3.0,11.666666666666666,0.0,7.6,2.6,0.32,Dropout
1,17,2,9254,1,1,118.0,1,19,19,5,7,121.2,False,False,False,True,True,True,18,False,0.0,6.0,12.0,3.0,10.666666666666666,0.0,0.0,6.0,9.0,4.0,12.0,0.0,15.5,2.8,-4.06,Enrolled
1,1,1,171,1,1,136.0,1,19,19,4,8,150.4,True,False,False,True,True,True,21,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.4,0.5,1.79,Graduate
1,1,1,9254,1,1,123.0,1,38,19,9,4,117.8,False,False,False,True,True,False,19,False,0.0,6.0,10.0,4.0,12.75,0.0,0.0,6.0,12.0,2.0,13.0,0.0,10.8,1.4,1.74,Enrolled
1,39,1,9254,1,19,133.1,1,38,37,4,5,102.5,False,False,True,False,True,False,24,False,0.0,6.0,7.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
1,39,1,9130,1,1,130.0,1,19,1,191,144,110.0,False,False,False,True,True,False,24,False,0.0,6.0,11.0,6.0,11.333333333333334,0.0,0.0,6.0,12.0,3.0,11.333333333333334,0.0,16.2,0.3,-0.92,Enrolled
1,39,1,9085,1,12,133.1,1,38,19,9,8,138.3,True,False,True,False,True,False,25,False,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,8.9,1.4,3.51,Enrolled
1,39,1,9254,1,1,150.0,1,3,1,3,4,122.3,False,False,False,True,True,False,28,False,0.0,6.0,10.0,6.0,13.0,0.0,0.0,6.0,8.0,5.0,12.2,0.0,13.9,-0.3,0.79,Graduate
2,39,1,9991,0,1,130.0,1,37,37,9,9,127.8,False,False,False,True,True,False,37,False,0.0,5.0,7.0,4.0,10.75,0.0,0.0,5.0,7.0,3.0,11.333333333333334,0.0,7.6,2.6,0.32,Enrolled
1,43,1,9119,1,1,128.0,1,1,38,4,7,100.0,False,False,False,True,True,False,19,False,0.0,5.0,8.0,5.0,12.0,0.0,0.0,5.0,12.0,2.0,10.5,0.0,13.9,-0.3,0.79,Enrolled
1,17,4,9500,1,1,133.0,1,38,37,5,7,126.4,True,False,False,True,True,True,18,False,0.0,7.0,7.0,7.0,13.462857142857144,0.0,0.0,8.0,8.0,8.0,13.90625,0.0,11.1,0.6,2.02,Graduate
1,39,1,9254,1,19,133.1,1,37,37,90,90,100.0,False,False,False,True,True,False,48,False,0.0,6.0,13.0,3.0,10.0,0.0,0.0,6.0,15.0,1.0,10.0,0.0,7.6,2.6,0.32,Dropout
1,17,4,9238,1,1,129.0,1,37,37,9,8,117.1,True,False,False,True,True,False,21,False,0.0,6.0,6.0,6.0,12.333333333333334,0.0,0.0,6.0,7.0,6.0,13.666666666666666,0.0,8.9,1.4,3.51,Graduate
1,17,1,9500,1,1,128.0,1,1,1,4,5,124.7,False,False,False,True,True,True,19,False,0.0,7.0,11.0,6.0,12.528571428571428,0.0,0.0,7.0,10.0,6.0,12.416666666666666,0.0,15.5,2.8,-4.06,Enrolled
1,43,2,9500,1,1,136.0,1,19,1,9,10,124.1,False,False,False,True,True,True,21,False,0.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,8.0,9.4,-0.8,-3.12,Enrolled
1,44,1,9119,1,1,130.0,1,37,12,9,8,129.4,True,False,True,False,True,False,23,False,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
1,1,1,9130,1,1,141.0,1,1,1,4,10,138.9,True,False,False,True,True,False,18,False,0.0,5.0,5.0,5.0,13.6,0.0,0.0,5.0,6.0,4.0,13.25,1.0,10.8,1.4,1.74,Graduate
1,44,1,9238,1,39,140.0,1,1,1,4,3,138.6,False,False,False,True,True,False,22,False,3.0,6.0,7.0,6.0,12.333333333333334,0.0,2.0,6.0,6.0,2.0,14.0,0.0,13.9,-0.3,0.79,Dropout
1,16,1,171,1,1,122.0,1,19,37,9,7,133.9,True,False,False,True,True,False,25,False,9.0,13.0,16.0,10.0,11.454545454545457,0.0,5.0,11.0,13.0,7.0,12.25,0.0,12.4,0.5,1.79,Dropout
1,7,1,9085,1,40,140.0,1,5,3,2,2,140.0,False,False,True,True,True,False,27,False,8.0,13.0,13.0,8.0,13.5,2.0,5.0,11.0,12.0,5.0,14.4,0.0,11.1,0.6,2.02,Dropout
1,39,1,9119,1,12,133.1,1,34,34,0,0,95.1,False,False,False,False,True,False,49,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1,39,1,9991,0,1,120.0,1,19,37,5,5,128.2,False,False,False,False,True,False,31,False,0.0,5.0,5.0,2.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,12.7,3.7,-1.7,Dropout
1,39,1,9254,1,1,133.1,1,37,37,9,6,121.5,False,False,False,True,True,False,54,False,0.0,6.0,9.0,6.0,13.714285714285714,0.0,0.0,6.0,13.0,5.0,14.333333333333334,0.0,16.2,0.3,-0.92,Dropout
1,7,1,33,1,40,120.0,1,38,37,5,6,120.0,True,False,True,False,True,False,25,False,18.0,21.0,26.0,21.0,12.363636363636363,0.0,12.0,16.0,21.0,12.0,12.25,1.0,11.1,0.6,2.02,Dropout
1,44,1,9003,1,39,130.0,1,5,3,2,2,130.0,False,False,False,True,True,False,20,False,1.0,7.0,13.0,3.0,10.666666666666666,0.0,0.0,6.0,14.0,2.0,11.5,0.0,15.5,2.8,-4.06,Enrolled
1,7,1,9070,1,3,120.0,1,4,4,2,2,120.0,False,False,False,True,True,False,28,False,0.0,6.0,9.0,2.0,12.0,0.0,0.0,6.0,10.0,3.0,12.666666666666666,0.0,12.7,3.7,-1.7,Dropout
2,39,1,8014,0,19,133.1,1,37,37,9,6,107.0,False,False,False,True,True,False,41,False,1.0,7.0,7.0,7.0,12.857142857142858,0.0,0.0,6.0,6.0,6.0,13.166666666666666,0.0,12.7,3.7,-1.7,Graduate
1,1,2,9670,1,1,122.0,1,1,19,4,4,116.1,False,False,False,True,True,True,19,False,0.0,6.0,10.0,6.0,13.125,0.0,0.0,6.0,9.0,6.0,12.714285714285714,0.0,11.1,0.6,2.02,Enrolled
1,43,1,9147,1,1,123.0,1,1,1,4,4,114.4,False,False,False,True,True,False,22,False,0.0,5.0,6.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,11.5,0.0,15.5,2.8,-4.06,Dropout
1,1,1,9254,1,1,178.0,1,2,1,2,3,157.7,False,False,False,True,True,False,34,False,0.0,6.0,13.0,2.0,13.5,0.0,0.0,6.0,6.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1,39,1,9003,1,1,130.0,1,38,38,9,9,150.0,False,False,True,False,True,False,28,False,5.0,11.0,14.0,11.0,15.090909090909092,0.0,5.0,10.0,11.0,10.0,15.0,0.0,11.1,0.6,2.02,Dropout
1,1,1,9853,1,1,110.0,1,37,37,9,4,114.3,True,False,False,True,True,False,42,False,0.0,6.0,9.0,5.0,12.4,0.0,0.0,6.0,10.0,5.0,11.8,0.0,7.6,2.6,0.32,Enrolled
1,18,1,9085,1,1,106.0,1,1,19,3,5,104.6,False,False,False,False,True,False,21,False,0.0,6.0,10.0,5.0,14.0,0.0,0.0,6.0,11.0,4.0,14.8,0.0,11.1,0.6,2.02,Enrolled
1,7,1,9003,1,3,140.0,1,39,39,9,4,140.0,False,False,False,True,True,False,50,False,2.0,6.0,8.0,2.0,13.5,0.0,1.0,6.0,9.0,1.0,13.0,0.0,15.5,2.8,-4.06,Dropout
1,1,4,9147,1,1,108.0,1,3,1,3,4,109.1,True,False,False,True,True,False,19,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,12.4,0.5,1.79,Dropout
1,43,1,9500,1,1,120.0,1,3,4,2,4,120.6,False,False,False,True,True,False,18,False,0.0,7.0,12.0,4.0,12.65,0.0,0.0,7.0,10.0,3.0,10.666666666666666,0.0,16.2,0.3,-0.92,Dropout
2,39,1,9991,0,1,100.0,1,37,37,1,1,161.9,False,False,False,True,True,False,59,False,0.0,5.0,7.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
2,7,1,9991,0,3,140.0,1,34,34,99,99,140.0,True,False,False,False,True,False,33,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,7.6,2.6,0.32,Dropout
1,17,2,9070,1,1,133.1,1,37,38,9,10,178.0,True,False,False,True,True,True,23,False,0.0,6.0,8.0,6.0,13.333333333333334,0.0,0.0,6.0,7.0,5.0,12.8,0.0,9.4,-0.8,-3.12,Graduate
2,39,1,9991,0,19,133.1,1,37,1,5,5,138.3,False,False,False,True,True,False,44,False,0.0,5.0,9.0,3.0,11.333333333333334,0.0,0.0,5.0,8.0,5.0,11.142857142857142,0.0,13.9,-0.3,0.79,Dropout
2,1,4,8014,0,1,140.0,1,34,34,0,0,128.0,True,False,False,True,True,False,37,False,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
2,39,1,171,1,19,100.0,1,37,37,9,9,139.0,False,False,False,True,True,False,36,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1,1,2,9991,0,1,123.0,1,1,3,4,2,113.2,False,False,False,False,True,False,22,False,0.0,5.0,7.0,3.0,11.666666666666666,0.0,0.0,5.0,8.0,2.0,10.5,2.0,7.6,2.6,0.32,Dropout
2,39,1,8014,0,19,133.1,1,37,37,6,6,139.0,False,False,False,True,True,False,49,False,0.0,6.0,8.0,6.0,12.166666666666666,0.0,0.0,6.0,8.0,6.0,14.428571428571429,0.0,12.4,0.5,1.79,Graduate
1,51,1,9773,1,1,135.0,1,1,42,5,3,110.0,True,False,False,True,True,False,23,False,0.0,6.0,7.0,6.0,13.333333333333334,0.0,0.0,6.0,6.0,4.0,12.75,0.0,11.1,0.6,2.02,Graduate
1,1,1,9070,1,1,132.0,1,1,1,4,9,136.6,True,False,False,True,True,False,19,False,0.0,6.0,7.0,5.0,11.4,0.0,0.0,6.0,10.0,3.0,11.0,3.0,7.6,2.6,0.32,Enrolled
2,43,1,8014,0,1,120.0,1,37,37,5,5,161.1,False,False,False,True,True,False,47,False,0.0,6.0,9.0,6.0,12.142857142857142,0.0,0.0,6.0,6.0,0.0,0.0,0.0,16.2,0.3,-0.92,Dropout
1,43,1,9003,1,1,130.0,1,1,2,4,2,130.0,False,False,False,True,True,False,28,False,9.0,18.0,36.0,17.0,13.058823529411764,1.0,6.0,12.0,15.0,12.0,12.307692307692308,0.0,15.5,2.8,-4.06,Graduate
1,44,1,9003,1,39,140.0,1,1,38,9,6,140.0,False,False,False,True,True,False,21,False,0.0,6.0,13.0,4.0,11.75,0.0,0.0,6.0,15.0,4.0,10.5,0.0,15.5,2.8,-4.06,Enrolled
1,1,1,9254,1,1,133.1,1,38,1,9,9,121.0,False,False,True,False,True,False,21,False,0.0,6.0,9.0,5.0,11.833333333333334,0.0,0.0,6.0,8.0,5.0,10.0,0.0,8.9,1.4,3.51,Dropout
1,43,1,9238,1,39,120.0,1,2,1,1,2,118.6,False,False,False,True,True,False,21,False,9.0,11.0,14.0,10.0,12.4,0.0,6.0,10.0,13.0,10.0,11.8,0.0,13.9,-0.3,0.79,Graduate
1,1,1,9070,1,1,140.0,1,19,38,4,4,138.3,False,False,False,True,True,False,20,False,1.0,6.0,8.0,6.0,13.428571428571429,1.0,0.0,6.0,12.0,4.0,11.5,0.0,13.9,-0.3,0.79,Enrolled
2,42,1,9147,1,1,133.1,1,37,37,9,9,115.8,False,False,False,False,True,False,49,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1,39,1,9991,0,1,120.0,1,19,37,6,8,160.0,False,False,False,True,True,False,40,False,0.0,5.0,5.0,5.0,11.0,0.0,0.0,5.0,5.0,5.0,13.4,0.0,15.5,2.8,-4.06,Graduate
1,17,1,9254,1,1,125.0,1,1,1,3,3,114.5,False,False,False,True,True,True,22,False,0.0,6.0,8.0,6.0,13.625,0.0,0.0,6.0,8.0,6.0,14.428571428571429,0.0,11.1,0.6,2.02,Graduate
1,42,1,9119,1,1,136.0,1,1,37,5,5,117.5,False,False,False,True,True,False,19,False,2.0,5.0,6.0,4.0,11.8,0.0,0.0,5.0,7.0,2.0,11.5,0.0,15.5,2.8,-4.06,Enrolled
1,39,1,9991,0,1,133.1,1,3,38,2,7,121.7,False,False,False,True,True,False,31,False,0.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,13.9,-0.3,0.79,Dropout
1,42,1,9119,1,1,120.0,1,5,5,2,2,115.0,False,False,False,True,True,False,30,False,1.0,6.0,9.0,2.0,15.0,0.0,1.0,6.0,7.0,2.0,13.5,0.0,15.5,2.8,-4.06,Dropout
1,1,1,9238,1,1,127.0,1,37,37,5,10,125.3,False,False,False,True,True,False,19,False,0.0,6.0,9.0,5.0,10.8,0.0,0.0,6.0,11.0,5.0,11.0,0.0,7.6,2.6,0.32,Graduate
1,18,1,9147,1,1,131.0,1,34,34,90,90,131.0,False,False,False,True,True,False,22,False,0.0,5.0,11.0,3.0,13.666666666666666,0.0,0.0,5.0,10.0,3.0,11.333333333333334,0.0,9.4,-0.8,-3.12,Dropout
